Country,Year,LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Internet_Usage,Equity_Liq,Dev_PC1
Lebanon,2008,88.5288728619,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,77.0400543016,33.241830089,11,109.514277168,17.8563938073,30.04,29.12,56.5,77.93917073,22.53,0.5356234097,NA
Lebanon,2009,100,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,72.577648991,36.5678810904,10,92.7491363525,8.1006582193,27.92,30.96,57.08,78.2194878,30.14,0.5070242656,NA
Lebanon,2010,99.9246910431,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,83.4707015707,33.4053318063,10,98.1169284468,14.7846597912,28.04,35.25,58.55,78.46536585,43.68,0.5191570881,NA
Lebanon,2011,100,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,89.6469968056,22.5733023552,10,100.4038464721,5.6536098701,30.54,32.96,55.54,78.68985366,52,0.5121794872,NA
Lebanon,2012,98.8814387001,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,91.6453408957,NA,10,133.5483757752,NA,35,34,54.3,78.90846341,61.24978572,0.537037037,NA
Lithuania,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,NA,NA,NA,NA,NA,0,0,NA,72.08073171,NA,NA,-0.3093000360201462
Lithuania,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,NA,NA,NA,NA,NA,0,0,NA,71.93463415,NA,NA,-0.3093000360201462
Lithuania,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,NA,NA,NA,NA,NA,0,0,NA,71.76219512,NA,NA,-0.3093000360201462
Lithuania,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,NA,NA,NA,NA,NA,0,0,NA,71.42536585,NA,NA,-0.3093000360201462
Lithuania,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,NA,NA,NA,NA,NA,0,0,NA,71.16073171,0,NA,1.984672496755998
Lithuania,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,NA,NA,NA,NA,NA,0,0,NA,70.36414634,NA,NA,-0.3093000360201462
Lithuania,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,NA,NA,NA,NA,NA,0,0,NA,70.23439024,NA,NA,-0.3093000360201462
Lithuania,1993,NA,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,NA,NA,0,NA,NA,0,0,NA,68.9104878,NA,NA,-0.3093000360201462
Lithuania,1994,NA,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,NA,NA,13,NA,NA,0,0,NA,68.5302439,NA,NA,0.6772720011489354
Lithuania,1995,NA,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,14.7493275707,NA,304,84.9168977679,NA,0,0,NA,69.00634146,NA,NA,1.1303881504874473
Lithuania,1996,NA,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,10.9963882205,NA,410,93.1743540927,NA,0,0,NA,70.10804878,0.277421291,NA,1.3735497684180298
Lithuania,1997,NA,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,10.9888903958,NA,558,100.0093753694,NA,0,0,NA,70.90902439,0.978422157,NA,1.720617459609182
Lithuania,1998,NA,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,12.4904873108,NA,60,89.6518082023,NA,10,8.11,NA,71.2195122,1.972063745,NA,2.6176393117904175
Lithuania,1999,NA,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,14.3305417439,NA,52,74.8126693257,NA,39.88,41.01,65.83,71.57073171,2.9230547,NA,1.899498437909011
Lithuania,2000,99.9799999202,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,13.0567767841,NA,53,83.2742947402,NA,40,36.5,66.17,72.0195122,6.427067495,NA,2.827395775166412
Lithuania,2001,93.4946661977,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,13.4307026374,NA,45,93.5501806331,NA,39.63,36.96,71.42,71.65853659,7.179356994,NA,1.678072889841975
Lithuania,2002,100,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,16.0022732791,NA,46,100.3598815879,NA,37.25,37.5,73.92,71.76097561,17.69,0.5632183908,1.495715169112409
Lithuania,2003,100,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,22.5458495433,NA,45,98.1259502026,NA,36.75,37.5,78.08,72.06097561,25.91,0.5938697318,0.24909182709862512
Lithuania,2004,87.3965566105,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,28.6257782248,NA,NA,101.7306101259,NA,37.29,38.37,75.63,71.96097561,31.23,0.4675572519,-0.5682400762361028
Lithuania,2005,91.1528283238,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,40.6622367652,NA,NA,114.9169389398,NA,37.29,39,77.09,71.25365854,36.22,0.4365384615,-0.22760925655238262
Lithuania,2006,93.8038043427,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,49.8408796543,NA,NA,121.5041934321,NA,37.17,39,75.79,71.05609756,43.9,0.451025641,-0.43248764353232094
Lithuania,2007,76.7164048149,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,59.0286794327,NA,NA,113.84142930350001,NA,34.21,37.16,75.5,70.9,49.9,0.3680555556,-0.8242564603950258
Lithuania,2008,60.8642359294,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,61.9387857123,NA,NA,125.8494170787,NA,33.04,35.22,76.21,71.81219512,55.22,0.4029103053,-1.5703048373530302
Lithuania,2009,72.1986487492,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,NA,NA,NA,105.5585820592,NA,30.91,31.92,75.92,72.91463415,59.76,0.4887833554,-1.1086845992840004
Lithuania,2010,46.313074425799996,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,58.6385031544,NA,NA,132.5617820496,NA,34.29,29.43,71.5,73.26829268,62.12,0.5155993432,-1.2770173414997856
Lithuania,2011,52.4075985192,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,49.5662383408,NA,NA,152.5412486018,NA,30.79,33.5,71.26,73.56341463,63.6399774,0.4823076923,-1.348254075660852
Lithuania,2012,40.2335770705,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,46.6051483906,NA,NA,162.387181851,NA,33.13,34.75,71.17,73.86341463,67.22998933,0.5960408685,-1.5188786305940298
Luxembourg,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,83.9937922769,65.9729192931,253,183.5745009213,2.6348178776,38.5,38.88,94,73.89460976,NA,NA,NA
Luxembourg,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,87.1246718517,82.9375577026,347,182.4677299901,1.7559158056,38.13,39.54,93.5,74.1937561,NA,0.1455938697,NA
Luxembourg,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,90.262058393,86.8469756939,52,183.9298928609,3.012853519,38.41,41.45,93.58,74.48034146,NA,NA,NA
Luxembourg,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,90.9474999606,99.5820171335,54,185.9914688471,1.976213922,39.13,42.6,94,74.75241463,NA,0.6038461538,NA
Luxembourg,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,100.9750605262,79.0334419705,54,182.8689485614,1.8865614656,39.29,42.35,93.58,75.01041463,0,0.3320561941,NA
Luxembourg,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,97.4114435104,78.7312905057,62,183.6907276979,1.3076677486,39.05,41.85,93,75.46341463,NA,0.438697318,NA
Luxembourg,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,111.997794196,73.6554894267,59,177.7691416808,0.9651576483,40.05,42.31,93,75.77073171,0.153198791,0.5553435115,NA
Luxembourg,1993,NA,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,NA,117.1590158333,56,176.6679499107,1.0936073875,39.63,39.62,91.66,75.71219512,0.302155121,0.4179728318,NA
Luxembourg,1994,NA,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,79.8672105694,155.6189817587,67,180.9506037846,0.9426893014,40.5,39,91,76.37073171,0.496486119,0.4251748252,NA
Luxembourg,1995,NA,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,82.5545231387,140.9403358321,55,184.6151349765,0.6747749655,41,39.5,88,76.51219512,1.590941911,0.4073426573,NA
Luxembourg,1996,NA,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,82.0055262037,148.8370795058,54,190.4321811264,1.5861570848,41.62,41.43,91.09,76.5195122,5.551653306,0.4299345692,NA
Luxembourg,1997,NA,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,87.267197573,171.7185296138,56,210.5822636079,2.9380802075,43.92,43.5,92.34,76.8804878,7.142704085,0.4985951469,NA
Luxembourg,1998,NA,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,NA,188.9344819076,53,232.8900887849,4.055366403,46.29,45.92,91.33,77.01707317,11.74555372,0.5187739464,NA
Luxembourg,1999,92.6411094721,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,NA,161.624279022,50,239.2169278158,2.6467041342,42.5,45.11,91,77.77073171,17.3879578,0.4466982195,NA
Luxembourg,2000,83.1046798409,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,NA,159.9759976973,54,271.9509663566,3.593606871,40.38,46.59,91.41,77.87317073,22.88732797,0.4653707455,NA
Luxembourg,2001,80.3821028918,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,78.8111256915,106.7596507107,49,271.3444487969,1.8975921121,42.54,45.5,94.17,77.82439024,36.16342251,0.432748538,NA
Luxembourg,2002,82.8277972241,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,67.2689148245,103.9579021412,47,258.8431482634,1.2516374052,43.21,45.12,94.67,77.96585366,39.84,0.4682843763,NA
