,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,India,Ireland,Italy,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,Spain,Sweden,Switzerland,UK,US
7/17/1980,29419,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.249307,NA,NA,NA,NA,NA,52.505123,NA,NA,NA,NA,NA,NA,NA,NA,106.187436,43.59
7/18/1980,29420,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.992571,NA,NA,NA,NA,NA,52.201207,NA,NA,NA,NA,NA,NA,NA,NA,105.932026,43.63544
7/21/1980,29423,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.212107,NA,NA,NA,NA,NA,52.301944,NA,NA,NA,NA,NA,NA,NA,NA,106.340917,43.71919
7/22/1980,29424,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.372843,NA,NA,NA,NA,NA,52.519092,NA,NA,NA,NA,NA,NA,NA,NA,106.345013,43.67198
7/23/1980,29425,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.311164,NA,NA,NA,NA,NA,52.523887,NA,NA,NA,NA,NA,NA,NA,NA,106.366301,43.70793
7/24/1980,29426,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.480326,NA,NA,NA,NA,NA,52.578605,NA,NA,NA,NA,NA,NA,NA,NA,106.603278,43.53799
7/25/1980,29427,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.479306,NA,NA,NA,NA,NA,52.510244,NA,NA,NA,NA,NA,NA,NA,NA,106.415525,43.45247
7/28/1980,29430,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.361885,NA,NA,NA,NA,NA,52.625681,NA,NA,NA,NA,NA,NA,NA,NA,106.486278,43.17862
7/29/1980,29431,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.900398,NA,NA,NA,NA,NA,52.256526,NA,NA,NA,NA,NA,NA,NA,NA,105.293103,43.18958
7/30/1980,29432,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.329547,NA,NA,NA,NA,NA,51.94007,NA,NA,NA,NA,NA,NA,NA,NA,104.222784,43.13609
7/31/1980,29433,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.237634,NA,NA,NA,NA,NA,51.906088,NA,NA,NA,NA,NA,NA,NA,NA,103.7001,42.69173
8/1/1980,29434,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.905981,NA,NA,NA,NA,NA,51.566188,NA,NA,NA,NA,NA,NA,NA,NA,103.439989,42.63324
8/4/1980,29437,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.132302,NA,NA,NA,NA,NA,51.685729,NA,NA,NA,NA,NA,NA,NA,NA,103.5143,42.82718
8/5/1980,29438,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.291361,NA,NA,NA,NA,NA,51.934258,NA,NA,NA,NA,NA,NA,NA,NA,103.440775,42.81117
8/6/1980,29439,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.605957,NA,NA,NA,NA,NA,52.187492,NA,NA,NA,NA,NA,NA,NA,NA,103.324267,42.60176
8/7/1980,29440,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.344636,NA,NA,NA,NA,NA,51.530546,NA,NA,NA,NA,NA,NA,NA,NA,104.131039,42.75618
8/8/1980,29441,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.368913,NA,NA,NA,NA,NA,51.6512,NA,NA,NA,NA,NA,NA,NA,NA,104.488327,42.60619
8/11/1980,29444,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.442954,NA,NA,NA,NA,NA,51.87174,NA,NA,NA,NA,NA,NA,NA,NA,104.265808,42.22836
8/12/1980,29445,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.551009,NA,NA,NA,NA,NA,51.973153,NA,NA,NA,NA,NA,NA,NA,NA,104.109052,42.22481
8/13/1980,29446,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.491788,NA,NA,NA,NA,NA,51.827681,NA,NA,NA,NA,NA,NA,NA,NA,104.25317,42.2753
8/14/1980,29447,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.441357,NA,NA,NA,NA,NA,51.950525,NA,NA,NA,NA,NA,NA,NA,NA,104.378735,42.26137
8/15/1980,29448,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.236987,NA,NA,NA,NA,NA,51.909562,NA,NA,NA,NA,NA,NA,NA,NA,104.975953,42.32178
8/18/1980,29451,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.93335,NA,NA,NA,NA,NA,51.73285,NA,NA,NA,NA,NA,NA,NA,NA,104.507082,41.51689
8/19/1980,29452,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.79345,NA,NA,NA,NA,NA,51.217,NA,NA,NA,NA,NA,NA,NA,NA,103.90681,41.33624
8/20/1980,29453,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.906169,NA,NA,NA,NA,NA,51.267879,NA,NA,NA,NA,NA,NA,NA,NA,104.421761,41.05954
8/21/1980,29454,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.018442,NA,NA,NA,NA,NA,50.895954,NA,NA,NA,NA,NA,NA,NA,NA,104.719669,40.92253
8/22/1980,29455,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.641708,NA,NA,NA,NA,NA,50.689788,NA,NA,NA,NA,NA,NA,NA,NA,104.471206,41.16196
8/25/1980,29458,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6525,NA,NA,NA,NA,NA,50.714011,NA,NA,NA,NA,NA,NA,NA,NA,104.505583,40.72375
8/26/1980,29459,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.840206,NA,NA,NA,NA,NA,50.462084,NA,NA,NA,NA,NA,NA,NA,NA,105.007325,40.73517
8/27/1980,29460,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.787843,NA,NA,NA,NA,NA,50.545432,NA,NA,NA,NA,NA,NA,NA,NA,105.07403,40.43227
8/28/1980,29461,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.159546,NA,NA,NA,NA,NA,50.46446,NA,NA,NA,NA,NA,NA,NA,NA,104.529818,40.21234
8/29/1980,29462,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.893042,NA,NA,NA,NA,NA,50.728242,NA,NA,NA,NA,NA,NA,NA,NA,105.260439,40.68307
9/1/1980,29465,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.074,NA,NA,NA,NA,NA,50.604287,NA,NA,NA,NA,NA,NA,NA,NA,106.017431,40.69449
9/2/1980,29466,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.200714,NA,NA,NA,NA,NA,50.677302,NA,NA,NA,NA,NA,NA,NA,NA,107.10544,41.08563
9/3/1980,29467,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.249653,NA,NA,NA,NA,NA,50.48334,NA,NA,NA,NA,NA,NA,NA,NA,108.045925,41.62956
9/4/1980,29468,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.325383,NA,NA,NA,NA,NA,50.453469,NA,NA,NA,NA,NA,NA,NA,NA,108.425673,41.58426
9/5/1980,29469,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.134677,NA,NA,NA,NA,NA,50.540452,NA,NA,NA,NA,NA,NA,NA,NA,108.475719,41.53993
9/8/1980,29472,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.305387,NA,NA,NA,NA,NA,50.434541,NA,NA,NA,NA,NA,NA,NA,NA,108.997634,41.39853
9/9/1980,29473,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.179476,NA,NA,NA,NA,NA,50.420563,NA,NA,NA,NA,NA,NA,NA,NA,110.562371,41.49289
9/10/1980,29474,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.245893,NA,NA,NA,NA,NA,50.457296,NA,NA,NA,NA,NA,NA,NA,NA,110.191705,41.58722
9/11/1980,29475,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.302545,NA,NA,NA,NA,NA,50.177939,NA,NA,NA,NA,NA,NA,NA,NA,109.948322,41.32362
9/12/1980,29476,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.233632,NA,NA,NA,NA,NA,50.041263,NA,NA,NA,NA,NA,NA,NA,NA,110.990328,41.2924
9/15/1980,29479,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.167801,NA,NA,NA,NA,NA,49.898565,NA,NA,NA,NA,NA,NA,NA,NA,110.22067,40.79744
9/16/1980,29480,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.747963,NA,NA,NA,NA,NA,49.889375,NA,NA,NA,NA,NA,NA,NA,NA,109.407568,41.00093
9/17/1980,29481,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.973253,NA,NA,NA,NA,NA,49.961758,NA,NA,NA,NA,NA,NA,NA,NA,110.083355,40.72423
9/18/1980,29482,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.685549,NA,NA,NA,NA,NA,49.735951,NA,NA,NA,NA,NA,NA,NA,NA,110.488388,40.7793
9/19/1980,29483,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.823769,NA,NA,NA,NA,NA,49.598229,NA,NA,NA,NA,NA,NA,NA,NA,110.287752,41.11037
9/22/1980,29486,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.528881,NA,NA,NA,NA,NA,49.423755,NA,NA,NA,NA,NA,NA,NA,NA,110.503806,40.60669
9/23/1980,29487,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.348579,NA,NA,NA,NA,NA,49.470579,NA,NA,NA,NA,NA,NA,NA,NA,110.753021,40.53516
9/24/1980,29488,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.87066,NA,NA,NA,NA,NA,49.947946,NA,NA,NA,NA,NA,NA,NA,NA,110.779663,40.59894
9/25/1980,29489,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.800408,NA,NA,NA,NA,NA,50.246696,NA,NA,NA,NA,NA,NA,NA,NA,110.991117,40.47502
9/26/1980,29490,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.345209,NA,NA,NA,NA,NA,49.895993,NA,NA,NA,NA,NA,NA,NA,NA,110.442827,40.34558
9/29/1980,29493,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.05168,NA,NA,NA,NA,NA,49.444762,NA,NA,NA,NA,NA,NA,NA,NA,109.890255,40.19333
9/30/1980,29494,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.005497,NA,NA,NA,NA,NA,49.338149,NA,NA,NA,NA,NA,NA,NA,NA,110.433881,40.58882
10/1/1980,29495,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.153627,NA,NA,NA,NA,NA,49.529081,NA,NA,NA,NA,NA,NA,NA,NA,111.01913,40.76134
10/2/1980,29496,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.097612,NA,NA,NA,NA,NA,49.431029,NA,NA,NA,NA,NA,NA,NA,NA,110.937467,40.67619
10/3/1980,29497,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.12284,NA,NA,NA,NA,NA,49.591722,NA,NA,NA,NA,NA,NA,NA,NA,110.935787,41.42021
10/6/1980,29500,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.724791,NA,NA,NA,NA,NA,50.242445,NA,NA,NA,NA,NA,NA,NA,NA,111.778264,41.44438
10/7/1980,29501,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.543692,NA,NA,NA,NA,NA,50.127544,NA,NA,NA,NA,NA,NA,NA,NA,111.662952,41.37289
10/8/1980,29502,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.535572,NA,NA,NA,NA,NA,50.089338,NA,NA,NA,NA,NA,NA,NA,NA,111.508408,41.17651
10/9/1980,29503,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.526034,NA,NA,NA,NA,NA,50.120877,NA,NA,NA,NA,NA,NA,NA,NA,111.905876,41.34901
10/10/1980,29504,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.641957,NA,NA,NA,NA,NA,50.323099,NA,NA,NA,NA,NA,NA,NA,NA,111.723453,41.3864
10/13/1980,29507,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.586012,NA,NA,NA,NA,NA,50.455888,NA,NA,NA,NA,NA,NA,NA,NA,112.676373,41.39883
10/14/1980,29508,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.210452,NA,NA,NA,NA,NA,50.314768,NA,NA,NA,NA,NA,NA,NA,NA,112.808789,41.31369
10/15/1980,29509,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.048323,NA,NA,NA,NA,NA,50.146779,NA,NA,NA,NA,NA,NA,NA,NA,107.004993,41.42372
10/16/1980,29510,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.974254,NA,NA,NA,NA,NA,50.103606,NA,NA,NA,NA,NA,NA,NA,NA,106.769072,41.2644
10/17/1980,29511,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.48942,NA,NA,NA,NA,NA,49.604848,NA,NA,NA,NA,NA,NA,NA,NA,106.454148,41.10661
10/20/1980,29514,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.793343,NA,NA,NA,NA,NA,49.067715,NA,NA,NA,NA,NA,NA,NA,NA,107.128461,41.07028
10/21/1980,29515,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.930146,NA,NA,NA,NA,NA,49.124656,NA,NA,NA,NA,NA,NA,NA,NA,107.692411,40.9734
10/22/1980,29516,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.864456,NA,NA,NA,NA,NA,48.985846,NA,NA,NA,NA,NA,NA,NA,NA,107.94739,40.60722
10/23/1980,29517,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.789416,NA,NA,NA,NA,NA,48.890914,NA,NA,NA,NA,NA,NA,NA,NA,108.386417,40.7914
10/24/1980,29518,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.665213,NA,NA,NA,NA,NA,48.791375,NA,NA,NA,NA,NA,NA,NA,NA,108.707573,40.90099
10/27/1980,29521,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.293329,NA,NA,NA,NA,NA,48.582616,NA,NA,NA,NA,NA,NA,NA,NA,108.763571,40.30441
10/28/1980,29522,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.77253,NA,NA,NA,NA,NA,48.168593,NA,NA,NA,NA,NA,NA,NA,NA,108.20421,39.9753
10/29/1980,29523,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.814479,NA,NA,NA,NA,NA,48.205708,NA,NA,NA,NA,NA,NA,NA,NA,108.616263,39.74374
10/30/1980,29524,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.392525,NA,NA,NA,NA,NA,47.782881,NA,NA,NA,NA,NA,NA,NA,NA,108.324908,39.80499
10/31/1980,29525,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.309898,NA,NA,NA,NA,NA,47.758063,NA,NA,NA,NA,NA,NA,NA,NA,108.13956,39.80525
11/3/1980,29528,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.958123,NA,NA,NA,NA,NA,47.508357,NA,NA,NA,NA,NA,NA,NA,NA,108.220976,39.82355
11/4/1980,29529,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.972813,NA,NA,NA,NA,NA,47.488478,NA,NA,NA,NA,NA,NA,NA,NA,108.72166,39.83601
11/5/1980,29530,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.303125,NA,NA,NA,NA,NA,46.783794,NA,NA,NA,NA,NA,NA,NA,NA,108.712182,39.56934
11/6/1980,29531,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2813,NA,NA,NA,NA,NA,46.394371,NA,NA,NA,NA,NA,NA,NA,NA,108.176706,39.23224
11/7/1980,29532,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.050026,NA,NA,NA,NA,NA,46.03555,NA,NA,NA,NA,NA,NA,NA,NA,106.756346,39.70901
11/10/1980,29535,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.057964,NA,NA,NA,NA,NA,47.073249,NA,NA,NA,NA,NA,NA,NA,NA,106.120334,39.70981
11/11/1980,29536,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.415552,NA,NA,NA,NA,NA,46.784862,NA,NA,NA,NA,NA,NA,NA,NA,106.347749,39.72211
11/12/1980,29537,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.167535,NA,NA,NA,NA,NA,47.243364,NA,NA,NA,NA,NA,NA,NA,NA,107.33872,40.66614
11/13/1980,29538,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.413207,NA,NA,NA,NA,NA,47.834344,NA,NA,NA,NA,NA,NA,NA,NA,108.430378,40.69193
11/14/1980,29539,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.189049,NA,NA,NA,NA,NA,47.646286,NA,NA,NA,NA,NA,NA,NA,NA,107.837499,40.04057
11/17/1980,29542,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.467169,NA,NA,NA,NA,NA,46.965184,NA,NA,NA,NA,NA,NA,NA,NA,107.361279,39.69167
11/18/1980,29543,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.788909,NA,NA,NA,NA,NA,46.966096,NA,NA,NA,NA,NA,NA,NA,NA,107.520844,40.1192
11/19/1980,29544,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.231425,NA,NA,NA,NA,NA,47.741274,NA,NA,NA,NA,NA,NA,NA,NA,107.279739,40.23616
11/20/1980,29545,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.945308,NA,NA,NA,NA,NA,47.537398,NA,NA,NA,NA,NA,NA,NA,NA,107.474193,40.12122
11/21/1980,29546,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.906781,NA,NA,NA,NA,NA,47.49594,NA,NA,NA,NA,NA,NA,NA,NA,106.837331,39.74741
11/24/1980,29549,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.926873,NA,NA,NA,NA,NA,47.461964,NA,NA,NA,NA,NA,NA,NA,NA,105.811203,39.70908
11/25/1980,29550,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.030013,NA,NA,NA,NA,NA,47.731717,NA,NA,NA,NA,NA,NA,NA,NA,106.593388,39.619
11/26/1980,29551,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.800521,NA,NA,NA,NA,NA,47.448683,NA,NA,NA,NA,NA,NA,NA,NA,107.104653,39.72147
11/27/1980,29552,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.720042,NA,NA,NA,NA,NA,47.459669,NA,NA,NA,NA,NA,NA,NA,NA,107.169363,39.73488
11/28/1980,29553,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.680588,NA,NA,NA,NA,NA,47.415761,NA,NA,NA,NA,NA,NA,NA,NA,106.594537,39.58264
12/1/1980,29556,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.321854,NA,NA,NA,NA,NA,47.108888,NA,NA,NA,NA,NA,NA,NA,NA,106.517094,39.31035
12/2/1980,29557,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29122,NA,NA,NA,NA,NA,47.022731,NA,NA,NA,NA,NA,NA,NA,NA,106.281163,39.28444
12/3/1980,29558,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.446777,NA,NA,NA,NA,NA,47.121001,NA,NA,NA,NA,NA,NA,NA,NA,106.340666,39.44075
12/4/1980,29559,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3442,NA,NA,NA,NA,NA,46.910898,NA,NA,NA,NA,NA,NA,NA,NA,106.33645,39.45413
12/5/1980,29560,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.928171,NA,NA,NA,NA,NA,46.365438,NA,NA,NA,NA,NA,NA,NA,NA,106.056472,39.52138
12/8/1980,29563,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.903541,NA,NA,NA,NA,NA,46.349366,NA,NA,NA,NA,NA,NA,NA,NA,106.251229,39.48303
12/9/1980,29564,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.292845,NA,NA,NA,NA,NA,45.768366,NA,NA,NA,NA,NA,NA,NA,NA,105.207451,39.31429
12/10/1980,29565,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.716134,NA,NA,NA,NA,NA,45.21726,NA,NA,NA,NA,NA,NA,NA,NA,104.188729,39.2511
12/11/1980,29566,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.329626,NA,NA,NA,NA,NA,44.723299,NA,NA,NA,NA,NA,NA,NA,NA,103.227564,38.77176
12/12/1980,29567,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.647095,NA,NA,NA,NA,NA,45.179028,NA,NA,NA,NA,NA,NA,NA,NA,103.753786,39.3566
12/15/1980,29570,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.149209,NA,NA,NA,NA,NA,45.506945,NA,NA,NA,NA,NA,NA,NA,NA,104.0797,39.20027
12/16/1980,29571,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.275631,NA,NA,NA,NA,NA,44.740474,NA,NA,NA,NA,NA,NA,NA,NA,102.800882,38.76231
12/17/1980,29572,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.267336,NA,NA,NA,NA,NA,45.731801,NA,NA,NA,NA,NA,NA,NA,NA,103.593512,38.95587
12/18/1980,29573,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.944787,NA,NA,NA,NA,NA,45.576712,NA,NA,NA,NA,NA,NA,NA,NA,103.880196,39.16391
12/19/1980,29574,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.378903,NA,NA,NA,NA,NA,46.839853,NA,NA,NA,NA,NA,NA,NA,NA,107.736864,40.30367
12/22/1980,29577,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.759843,NA,NA,NA,NA,NA,46.29436,NA,NA,NA,NA,NA,NA,NA,NA,106.580882,41.24886
12/23/1980,29578,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.133442,NA,NA,NA,NA,NA,46.659021,NA,NA,NA,NA,NA,NA,NA,NA,107.433141,41.08212
12/24/1980,29579,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.293878,NA,NA,NA,NA,NA,46.680774,NA,NA,NA,NA,NA,NA,NA,NA,107.741442,41.05623
12/25/1980,29580,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.318231,NA,NA,NA,NA,NA,46.69109,NA,NA,NA,NA,NA,NA,NA,NA,107.85169,41.06999
12/26/1980,29581,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.326334,NA,NA,NA,NA,NA,46.701422,NA,NA,NA,NA,NA,NA,NA,NA,107.888403,41.20099
12/29/1980,29584,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.936745,NA,NA,NA,NA,NA,46.460347,NA,NA,NA,NA,NA,NA,NA,NA,107.13063,41.39699
12/30/1980,29585,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.097954,NA,NA,NA,NA,NA,46.928499,NA,NA,NA,NA,NA,NA,NA,NA,108.115732,41.40999
12/31/1980,29586,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.095919,NA,NA,NA,NA,NA,46.652474,NA,NA,NA,NA,NA,NA,NA,35.019424,108.267788,41.11299
1/1/1981,29587,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.120133,NA,NA,NA,NA,NA,46.662789,NA,NA,NA,NA,NA,NA,NA,35.022797,108.373919,41.12683
1/2/1981,29588,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.559754,NA,NA,NA,NA,NA,46.21525,NA,NA,NA,NA,NA,NA,NA,34.632675,107.978434,41.14577
1/5/1981,29591,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.441954,NA,NA,NA,NA,NA,47.101987,NA,NA,NA,NA,NA,NA,NA,35.37709,110.156565,41.59741
1/6/1981,29592,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.630545,NA,NA,NA,NA,NA,47.395814,NA,NA,NA,NA,NA,NA,NA,35.595976,110.602693,41.74205
1/7/1981,29593,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.311427,NA,NA,NA,NA,NA,47.484593,NA,NA,NA,NA,NA,NA,NA,35.256182,109.652351,41.75591
1/8/1981,29594,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.910332,NA,NA,NA,NA,NA,46.780678,NA,NA,NA,NA,NA,NA,NA,34.946116,109.096433,41.1179
1/9/1981,29595,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.507287,NA,NA,NA,NA,NA,46.552336,NA,NA,NA,NA,NA,NA,NA,34.902693,109.044427,40.88672
1/12/1981,29598,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.40499,NA,NA,NA,NA,NA,46.490409,NA,NA,NA,NA,NA,NA,NA,34.773317,108.619528,41.13939
1/13/1981,29599,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.966145,NA,NA,NA,NA,NA,46.057561,NA,NA,NA,NA,NA,NA,NA,34.591537,108.476404,41.17599
1/14/1981,29600,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.141188,NA,NA,NA,NA,NA,46.014679,NA,NA,NA,NA,NA,NA,NA,34.644318,109.03563,41.28464
1/15/1981,29601,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.007573,NA,NA,NA,NA,NA,45.79802,NA,NA,NA,NA,NA,NA,NA,34.553141,108.93294,41.07112
1/16/1981,29602,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.897837,NA,NA,NA,NA,NA,45.636716,NA,NA,NA,NA,NA,NA,NA,34.563176,105.144869,41.2682
1/19/1981,29605,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.887016,NA,NA,NA,NA,NA,45.81655,NA,NA,NA,NA,NA,NA,NA,34.412633,106.348827,40.92584
1/20/1981,29606,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.040975,NA,NA,NA,NA,NA,45.942913,NA,NA,NA,NA,NA,NA,NA,34.555241,106.93684,41.15576
1/21/1981,29607,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.22383,NA,NA,NA,NA,NA,46.021788,NA,NA,NA,NA,NA,NA,NA,34.73294,107.649589,40.69591
1/22/1981,29608,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.598778,NA,NA,NA,NA,NA,45.402364,NA,NA,NA,NA,NA,NA,NA,34.258095,107.051319,40.64915
1/23/1981,29609,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.339577,NA,NA,NA,NA,NA,45.10957,NA,NA,NA,NA,NA,NA,NA,33.932898,107.115705,40.76286
1/26/1981,29612,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.917073,NA,NA,NA,NA,NA,44.582541,NA,NA,NA,NA,NA,NA,NA,33.689317,107.435276,41.06099
1/27/1981,29613,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.563648,NA,NA,NA,NA,NA,44.293363,NA,NA,NA,NA,NA,NA,NA,33.379448,106.948507,41.03699
1/28/1981,29614,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.148086,NA,NA,NA,NA,NA,43.933939,NA,NA,NA,NA,NA,NA,NA,33.168018,106.896257,41.02815
1/29/1981,29615,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.92767,NA,NA,NA,NA,NA,43.77854,NA,NA,NA,NA,NA,NA,NA,32.78115,106.916788,41.11403
1/30/1981,29616,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.110458,NA,NA,NA,NA,NA,43.147451,NA,NA,NA,NA,NA,NA,NA,32.328324,105.716634,41.29596
2/2/1981,29619,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.232124,NA,NA,NA,NA,NA,43.369604,NA,NA,NA,NA,NA,NA,NA,32.476331,105.082358,40.9915
